id,name,cat_id,category,sub_cat_id,subcategory,four_letter,four_letter_total_voted,enneagram,enneagram_total_voted,socionics,socionics_total_voted,instinctual_variant,instinctual_variant_total_voted,tritype,tritype_total_voted,temperaments,temperaments_total_voted,attitudinal_psyche,attitudinal_psyche_total_voted,big_5_SLOAN,big_5_SLOAN_total_voted,classic_jungian,classic_jungian_total_voted,letter_1,letter_1_percentage,letter_2,letter_2_percentage,letter_3,letter_3_percentage,letter_4,letter_4_percentage,four_letter_total_voted_binned
12940,Rosé (BLACKPINK),29,Kpop,1548,Kpop,ESFJ,1261,6w7,469,SEI,52,sp/so,166,692.0,136,Sanguine-Phlegmatic,140,EFVL,27,SCOAI,70,EF(S),25,E,0.85,S,0.64,F,0.98,J,0.67,50+
2304,Joe Biden,6,Political,12,Presidents of the USA,ESFJ,1052,6w7,415,ESE,101,so/sp,132,613.0,121,Choleric-Sanguine,111,EFVL,44,SCOAN,61,EF(S),33,E,0.92,S,0.84,F,0.9,J,0.91,50+
20602,Kim Dahyun (TWICE),29,Kpop,1548,Kpop,ESFJ,803,6w7,227,ESE,37,so/sp,79,369.0,70,Phlegmatic-Sanguine,92,FELV,20,RCOAN,41,EF(S),16,E,0.65,S,0.74,F,0.75,J,0.72,50+
24923,Mark Lee (NCT),29,Kpop,1548,Kpop,ESFJ,798,6w7,246,ESE,45,so/sp,99,613.0,63,Sanguine [Dominant],66,FVLE,20,SLOAI,27,EN(F),17,E,0.78,S,0.44,F,0.96,J,0.67,50+
8971,Millie Bobby Brown,1,Pop Culture,3424,Actors and Actresses (UK & Ireland),ESFJ,682,2w3,305,ESE,52,so/sx,81,279.0,75,Sanguine [Dominant],74,VEFL,25,SLOAN,50,EF(S),14,E,0.98,S,0.91,F,0.93,J,0.89,50+
120232,Karina (aespa),29,Kpop,1548,Kpop,ESFJ,669,3w2,229,ESE,55,so/sp,98,316.0,81,Phlegmatic [Dominant],76,FVLE,32,SCOAI,44,ET(S),21,E,0.72,S,0.75,F,0.85,J,0.88,50+
923,Chris Evans,1,Pop Culture,13,Actors and Actresses (USA),ESFJ,620,6w7,167,ESE,14,sp/so,40,629.0,28,Sanguine [Dominant],32,EFVL,8,SCOAI,17,EF(N),4,E,0.71,S,0.89,F,0.98,J,0.87,50+
9123,Emilia Clarke,1,Pop Culture,3424,Actors and Actresses (UK & Ireland),ESFJ,611,2w3,173,ESE,38,so/sx,43,279.0,32,Sanguine [Dominant],41,FELV,10,SCUAN,17,EF(S),7,E,0.98,S,0.5,F,1.0,J,0.92,50+
998,Mariah Carey,14,Musician,1549,Classic Pop & Contemporary,ESFJ,607,3w2,241,ESE,53,sx/so,82,369.0,67,Sanguine-Choleric,54,FEVL,23,SLOAN,32,EF(S),17,E,0.9,S,0.98,F,0.58,J,0.89,50+
1372,Jimmy Fallon,1,Pop Culture,85,Hosts & Presenters,ESFJ,514,7w6,174,ESE,32,so/sp,48,739.0,35,Sanguine [Dominant],36,FELV,4,SCUAN,17,EF(S),5,E,0.96,S,0.84,F,0.96,J,0.73,50+
10133,Gigi Hadid,1,Pop Culture,275,Models,ESFJ,503,6w7,132,ESE,28,sx/so,39,628.0,28,Sanguine-Choleric,31,EVFL,7,SCOAI,13,EF(S),5,E,0.98,S,0.67,F,0.8,J,0.73,50+
988,Anne Hathaway,1,Pop Culture,13,Actors and Actresses (USA),ESFJ,458,1w2,148,ESE,29,so/sx,40,126.0,43,Melancholic-Sanguine,43,EFLV,14,SCOAI,19,EF(S),7,E,0.85,S,0.66,F,0.92,J,0.91,50+
9259,Margot Robbie,1,Pop Culture,3426,Actors & Actresses (Oceania),ESFJ,457,2w1,148,ESE,39,so/sx,44,217.0,35,Sanguine [Dominant],30,VEFL,16,SLOAI,28,EF(S),22,E,0.91,S,0.67,F,0.79,J,0.8,50+
10255,Wendy (Red Velvet),29,Kpop,1548,Kpop,ESFJ,409,2w3,145,ESE,24,so/sx,51,279.0,35,Sanguine [Dominant],53,FELV,14,SCOAI,22,EF(S),10,E,0.93,S,0.84,F,0.98,J,0.94,50+
24925,Jungwoo (NCT),29,Kpop,1548,Kpop,ESFJ,405,6w7,135,EII,15,sp/so,55,629.0,42,Phlegmatic-Sanguine,35,EVLF,9,RCOAI,12,IF(N),2,E,0.54,S,0.53,F,0.99,J,0.88,50+
980,Jennifer Aniston,1,Pop Culture,13,Actors and Actresses (USA),ESFJ,397,6w7,89,ESE,18,so/sp,22,621.0,23,Sanguine-Melancholic,15,EVFL,8,SCOAI,17,EF(S),5,E,0.94,S,0.69,F,0.91,J,0.59,50+
26716,"Miyeon, (G)I-DLE",29,Kpop,1548,Kpop,ESFJ,381,9w1,111,ESE,26,so/sp,37,972.0,30,Sanguine-Phlegmatic,34,FELV,8,SLUAN,11,EN(F),4,E,0.76,S,0.61,F,0.98,J,0.6,50+
4310,John Cena,5,Sports,3467,Wrestling,ESFJ,353,3w2,141,ESE,42,so/sp,47,379.0,38,Sanguine [Dominant],50,FEVL,22,SCOAI,26,EF(S),19,E,0.89,S,0.89,F,0.8,J,0.9,50+
24973,Mingyu (SEVENTEEN),29,Kpop,1548,Kpop,ESFJ,327,3w2,109,ESE,12,so/sx,42,371.0,29,Sanguine-Phlegmatic,30,VEFL,5,SCOAI,31,EF(S),5,E,0.97,S,0.65,F,0.91,J,0.88,50+
47,LeBron James,5,Sports,22,Basketball,ESFJ,314,3w2,111,ESE,29,so/sx,42,386.0,32,Sanguine-Choleric,27,VFEL,11,SCOAN,15,EF(S),11,E,0.92,S,0.93,F,0.78,J,0.77,50+
42218,Emily Sim (Emirichu),15,Internet,3378,Artists & Animators,ESFJ,312,9w1,118,ESE,16,so/sp,37,926.0,37,Sanguine [Dominant],33,EFLV,9,SCOAI,22,EF(S),3,E,1.0,S,0.59,F,1.0,J,0.86,50+
23917,Tiffany Young (SNSD),29,Kpop,1548,Kpop,ESFJ,306,3w4,91,ESE,9,so/sp,34,368.0,18,Sanguine-Choleric,22,VEFL,9,SCOAI,23,EF(S),5,E,0.99,S,0.58,F,0.66,J,0.99,50+
24975,Seungkwan (SEVENTEEN),29,Kpop,1548,Kpop,ESFJ,302,7w6,112,ESE,15,so/sp,41,728.0,31,Sanguine-Choleric,35,EFVL,5,SLUAN,16,EF(S),2,E,0.99,S,0.8,F,0.87,J,0.62,50+
10136,Hailey Bieber,1,Pop Culture,275,Models,ESFJ,295,9w1,135,ESE,30,so/sx,43,926.0,31,Phlegmatic-Sanguine,24,FEVL,13,SLOAN,17,EF(S),9,E,0.76,S,0.89,F,0.92,J,0.86,50+
20613,Haseul (ARTMS),29,Kpop,1548,Kpop,ESFJ,280,2w3,124,ESE,6,so/sx,37,296.0,27,Phlegmatic-Sanguine,49,FEVL,8,SCOAI,16,EF(S),4,E,0.91,S,0.86,F,0.93,J,0.93,50+
25330,Emma Roberts,1,Pop Culture,13,Actors and Actresses (USA),ESFJ,274,3w2,92,ESE,21,sx/so,28,387.0,30,Choleric [Dominant],36,VEFL,13,SCOAN,14,EF(S),9,E,0.96,S,0.9,F,0.53,J,0.96,50+
8620,Jennifer Lopez,1,Pop Culture,13,Actors and Actresses (USA),ESFJ,250,3w4,98,ESE,26,sx/sp,24,317.0,24,Phlegmatic-Choleric,25,FVEL,11,SLOEN,7,EF(S),8,E,0.96,S,0.97,F,0.68,J,0.89,50+
1028,Gwyneth Paltrow,1,Pop Culture,13,Actors and Actresses (USA),ESFJ,242,3w2,70,SEI,25,so/sx,30,396.0,29,Sanguine-Choleric,20,FEVL,13,SCOAN,15,EF(S),7,E,0.47,S,0.83,F,0.94,J,0.81,50+
23551,Sofía Vergara,1,Pop Culture,3433,Actors & Actresses (Latin America),ESFJ,235,2w3,88,ESE,16,sx/so,23,279.0,17,Sanguine [Dominant],20,EVFL,8,SCOAN,6,EF(S),5,E,0.99,S,0.83,F,0.84,J,0.57,50+
22239,Minho (SHINee),29,Kpop,1548,Kpop,ESFJ,216,3w2,54,LSE,5,so/sx,15,316.0,15,Sanguine [Dominant],14,FEVL,2,SCOAN,12,ES(F),3,E,0.53,S,0.94,F,0.75,J,0.76,50+
43381,Felipe Castanhari (Canal Nostalgia),15,Internet,3382,"Scientists, Technology & Educators",ESFJ,209,6w7,63,ESE,14,sp/so,20,612.0,18,Phlegmatic-Sanguine,22,EFVL,8,SLUEN,15,EF(S),1,E,0.98,S,0.51,F,0.55,J,0.51,50+
31944,JiU (DREAMCATCHER),29,Kpop,1548,Kpop,ESFJ,203,2w1,62,ESE,11,so/sx,19,269.0,12,Sanguine-Phlegmatic,25,EFLV,5,SCOAI,6,EF(N),2,E,0.98,S,0.8,F,1.0,J,0.88,50+
21187,Terry Crews,1,Pop Culture,13,Actors and Actresses (USA),ESFJ,200,2w1,94,ESE,11,so/sx,20,296.0,14,Sanguine [Dominant],22,FELV,3,SCOAN,4,EF(S),3,E,0.98,S,0.86,F,0.94,J,0.88,50+
217626,Triz Pariz,1,Pop Culture,3433,Actors & Actresses (Latin America),ESFJ,197,9w8,70,SEI,12,so/sp,24,972.0,27,Phlegmatic-Sanguine,26,EFVL,8,RCUAN,14,,0,E,0.62,S,0.72,F,0.98,J,0.95,50+
9741,John Wayne Gacy,10,Noteworthy,94,Criminals,ESFJ,185,3w2,97,ESE,18,so/sx,31,378.0,29,Sanguine-Choleric,24,FEVL,4,SLOEI,20,EF(S),6,E,0.98,S,0.97,F,0.72,J,0.92,50+
19925,Steve Harvey,1,Pop Culture,3850,Comedians,ESFJ,178,3w2,56,ESE,14,so/sp,12,371.0,12,Sanguine [Dominant],8,FEVL,1,SCOAN,7,EF(S),1,E,0.98,S,0.84,F,0.87,J,0.67,50+
195196,Shotaro (RIIZE),29,Kpop,1548,Kpop,ESFJ,164,9w1,57,ESE,6,so/sp,20,972.0,21,Phlegmatic [Dominant],24,FEVL,3,RCOAI,9,EF(S),5,E,0.56,S,0.96,F,0.96,J,0.8,50+
438328,Naiara Azevedo,14,Musician,10107,"Brazil, Musicians",ESFJ,159,2w3,84,ESE,14,so/sx,31,268.0,33,Sanguine-Choleric,34,EVFL,8,SLOAN,21,EF(S),2,E,1.0,S,0.97,F,0.64,J,0.96,50+
355742,Huening Bahiyyih (Kep1er),29,Kpop,1548,Kpop,ESFJ,157,7w6,46,ESE,13,so/sx,10,721.0,10,Sanguine-Phlegmatic,18,EFVL,4,SCOAN,7,EF(S),4,E,0.94,S,0.75,F,0.9,J,0.76,50+
10333,Yoo Kihyun (MONSTA X),29,Kpop,1548,Kpop,ESFJ,155,2w1,50,ESE,7,so/sp,13,261.0,9,Sanguine-Phlegmatic,10,FVEL,2,SCOAN,6,ES(T),1,E,0.87,S,0.9,F,0.57,J,0.9,50+
62862,Simone Biles,5,Sports,5273,Gymnastics,ESFJ,152,3w2,83,ESE,7,sp/so,20,316.0,16,Sanguine-Melancholic,15,FELV,1,RCOAN,8,,0,E,0.83,S,0.97,F,0.95,J,0.75,50+
993,Vin Diesel,1,Pop Culture,13,Actors and Actresses (USA),ESFJ,147,3w2,45,ESE,8,sp/so,15,371.0,7,Phlegmatic-Sanguine,6,EVLF,2,SCOAN,2,EF(S),3,E,0.76,S,0.93,F,0.87,J,0.87,50+
49596,Sangyeon (The Boyz),29,Kpop,1548,Kpop,ESFJ,147,2w3,67,ESE,21,so/sp,39,217.0,37,Sanguine-Phlegmatic,7,VFEL,8,SCOAN,19,EF(S),12,E,0.98,S,0.99,F,0.55,J,0.93,50+
31981,Wendy Williams,1,Pop Culture,85,Hosts & Presenters,ESFJ,144,3w2,71,SEE,13,so/sp,23,378.0,19,Choleric-Sanguine,12,FEVL,3,SLOEN,9,ES(F),5,E,0.98,S,0.93,F,0.89,J,0.67,50+
25880,Adriana Lima,1,Pop Culture,275,Models,ESFJ,142,2w3,64,ESE,24,sx/so,42,279.0,28,Phlegmatic-Sanguine,10,FELV,12,SCUAN,12,EF(S),16,E,0.77,S,0.94,F,0.92,J,0.79,50+
20194,"Grace Kelly, Princess of Monaco",1,Pop Culture,3392,People of Classic Hollywood,ESFJ,137,9w1,63,ESE,10,sp/so,17,962.0,14,Sanguine-Melancholic,7,FELV,3,RCOAN,3,EF(S),4,E,0.63,S,0.88,F,0.96,J,0.93,50+
221080,Tadeu Schmidt,1,Pop Culture,85,Hosts & Presenters,ESFJ,136,6w7,29,ESE,10,so/sp,12,692.0,10,Sanguine-Phlegmatic,14,EVFL,4,SCOAN,8,,0,E,0.96,S,0.52,F,0.99,J,0.99,50+
1607,Tyra Banks,1,Pop Culture,275,Models,ESFJ,132,3w2,53,EIE,15,so/sp,15,683.0,15,Choleric-Sanguine,9,VLFE,3,SLOEN,5,ET(S),1,E,0.96,S,0.86,F,0.8,J,0.92,50+
89555,Beatrice Chestnut,21,Science,3455,Psychology & Neuroscience,ESFJ,128,2w1,98,ESE,21,sp/so,48,271.0,31,Sanguine-Phlegmatic,11,FELV,7,SCOAI,10,EF(S),9,E,0.98,S,0.58,F,0.91,J,0.62,50+
999,Whitney Houston,14,Musician,1549,Classic Pop & Contemporary,ESFJ,124,3w2,64,ESE,13,sp/sx,22,379.0,17,Sanguine-Choleric,16,LFEV,4,SLUEN,5,ES(T),5,E,0.95,S,0.9,F,0.77,J,0.89,50+
30254,Chayanne,14,Musician,1601,"Latin American, Musicians",ESFJ,117,2w3,33,ESE,5,so/sp,10,279.0,6,Phlegmatic-Sanguine,9,FELV,2,SCOAN,4,EF(S),3,E,0.99,S,0.68,F,0.98,J,0.93,50+
30057,Dave Rubin,10,Noteworthy,350,News & Journalists,ESFJ,115,3w2,39,ESE,11,so/sx,12,396.0,13,Sanguine [Dominant],7,FELV,1,SCOAN,2,EF(S),4,E,0.98,S,0.58,F,0.92,J,0.9,50+
3861,Daisy Ridley,1,Pop Culture,3424,Actors and Actresses (UK & Ireland),ESFJ,115,7w6,24,ESE,7,sx/so,5,712.0,4,Sanguine [Dominant],6,EFVL,2,SCOAN,2,EF(S),2,E,0.93,S,0.9,F,0.62,J,0.9,50+
73354,Rowoon (SF9),29,Kpop,1548,Kpop,ESFJ,112,2w3,33,ESE,3,sp/so,10,269.0,7,Sanguine-Phlegmatic,6,FEVL,2,SCOAN,4,EF(S),2,E,0.54,S,0.53,F,0.99,J,0.86,50+
96183,Meral Akşener,6,Political,5094,Government (Middle East),ESFJ,109,1w2,25,LSE,10,so/sp,8,316.0,4,Choleric-Sanguine,4,VFEL,1,SCOAI,3,EF(S),2,E,0.92,S,0.94,F,0.61,J,0.99,50+
18592,Lee Daehwi (AB6IX),29,Kpop,1548,Kpop,ESFJ,106,3w4,28,SLE,2,so/sp,7,371.0,11,Sanguine-Choleric,12,EFVL,3,SCUEN,3,,0,E,0.98,S,0.62,F,0.78,J,0.58,50+
29906,Joseph Haydn,14,Musician,732,Classical,ESFJ,102,2w3,51,ESE,9,so/sx,11,279.0,11,Sanguine-Phlegmatic,8,FEVL,5,SCOAI,8,EF(S),4,E,0.75,S,0.49,F,0.61,J,0.53,50+
18643,Choi Si-won (Super Junior),29,Kpop,1548,Kpop,ESFJ,102,3w2,13,LSE,2,so/sx,3,268.0,4,Choleric [Dominant],4,,0,SCOEN,3,EF(S),1,E,0.91,S,0.62,F,0.57,J,0.98,50+
197671,Georgina Rodriguez,1,Pop Culture,275,Models,ESFJ,101,3w2,22,ESI,3,so/sx,3,369.0,1,Sanguine [Dominant],3,,0,RLUAN,3,,0,E,0.59,S,0.97,F,0.88,J,0.87,50+
454821,Kyujin (NMIXX),29,Kpop,1548,Kpop,ESFJ,98,3w2,41,SEI,23,so/sp,22,361.0,25,Phlegmatic-Sanguine,28,VEFL,11,SCOAN,23,EF(S),4,E,0.92,S,0.88,F,0.9,J,0.83,50+
119528,Tiago Abravanel,1,Pop Culture,3433,Actors & Actresses (Latin America),ESFJ,97,9w1,50,EII,16,so/sx,16,962.0,19,Phlegmatic-Sanguine,20,FELV,3,SCOAN,10,EF(S),3,E,0.98,S,0.77,F,0.99,J,0.88,50+
34925,Sorn (CLC),29,Kpop,1548,Kpop,ESFJ,92,6w7,15,ESE,3,so/sp,6,612.0,2,Melancholic-Sanguine,2,VEFL,1,RLOAN,3,,0,E,0.67,S,0.85,F,0.97,J,0.83,50+
76145,"Sergio ""Kun"" Agüero",5,Sports,23,Football (Soccer),ESFJ,90,7w6,29,ESE,5,so/sp,7,729.0,6,Sanguine [Dominant],12,FVEL,3,SCUAN,8,EF(S),3,E,0.99,S,0.92,F,0.92,J,0.47,50+
43537,Larissa Manoela,1,Pop Culture,3433,Actors & Actresses (Latin America),ESFJ,90,3w2,60,ESE,12,sx/so,28,397.0,13,Sanguine [Dominant],19,FEVL,11,SCOAN,10,EF(S),8,E,0.96,S,0.94,F,0.9,J,0.93,50+
129791,Hande Erçel,1,Pop Culture,3432,Actors & Actresses (World),ESFJ,87,6w7,8,ESE,2,so/sp,3,629.0,1,Sanguine [Dominant],2,,0,SLUAI,1,,0,E,0.94,S,0.93,F,0.97,J,0.46,50+
13924,Jessica Alba,1,Pop Culture,13,Actors and Actresses (USA),ESFJ,83,1w2,26,ESE,5,sx/so,4,136.0,7,Phlegmatic-Sanguine,3,FEVL,1,SCOAN,4,ES(F),2,E,0.65,S,0.94,F,0.98,J,0.73,50+
217179,Isa (STAYC),29,Kpop,1548,Kpop,ESFJ,83,2w3,36,SEI,7,so/sp,13,297.0,12,Phlegmatic-Sanguine,7,EFLV,3,SCOAI,7,EF(S),1,E,0.82,S,0.96,F,0.98,J,0.99,50+
175609,Dianna Agron,1,Pop Culture,13,Actors and Actresses (USA),ESFJ,82,9w1,37,IEI,3,so/sx,5,974.0,7,Phlegmatic-Sanguine,11,FEVL,3,SCOAI,2,,0,E,0.68,S,0.73,F,0.94,J,0.76,50+
31323,Chrissy Teigen,1,Pop Culture,275,Models,ESFJ,80,3w2,26,ESE,7,so/sx,8,378.0,3,Sanguine [Dominant],5,VEFL,1,SCOAN,2,ES(T),1,E,0.98,S,0.72,F,0.9,J,0.66,50+
136914,Ece Üner,10,Noteworthy,350,News & Journalists,ESFJ,80,1w2,35,LIE,3,sx/sp,8,136.0,6,Choleric [Dominant],10,VFLE,2,SCOEI,2,ET(S),1,E,0.96,S,0.91,F,0.57,J,0.96,50+
10290,Sarah Palin,6,Political,357,Government (USA),ESFJ,80,2w3,32,ESE,6,so/sx,11,261.0,11,Sanguine-Choleric,4,EVLF,2,SLUEN,3,ET(S),1,E,0.96,S,0.95,F,0.94,J,0.98,50+
142048,Aitana,14,Musician,1551,"European, Musicians",ESFJ,80,2w1,44,ESE,18,so/sp,18,279.0,26,Sanguine-Phlegmatic,23,FELV,11,SLOAN,22,EF(S),1,E,1.0,S,0.98,F,1.0,J,0.94,50+
40688,"Fausto ""Faustão"" da Silva",1,Pop Culture,85,Hosts & Presenters,ESFJ,79,3w2,25,ESE,7,so/sx,7,316.0,9,Phlegmatic-Sanguine,12,FVLE,3,SCOAN,5,EF(S),1,E,0.95,S,0.96,F,0.68,J,0.87,50+
237257,Mehmet Dural (Rehber Matematik),15,Internet,3382,"Scientists, Technology & Educators",ESFJ,76,3w2,26,ESE,5,so/sp,9,379.0,10,Sanguine [Dominant],17,ELFV,1,SCOAI,7,EF(N),1,E,1.0,S,0.78,F,0.93,J,0.8,50+
42886,Butch Hartman,16,The Arts,4456,Artists (Animators),ESFJ,76,1w2,45,ESI,19,so/sx,14,162.0,7,Choleric-Sanguine,6,VEFL,2,SLOEN,4,EF(S),2,E,0.96,S,0.78,F,0.88,J,0.87,50+
102061,BM (KARD),29,Kpop,1548,Kpop,ESFJ,75,7w8,20,SEE,1,so/sp,10,792.0,5,Sanguine [Dominant],11,EVFL,1,SLUAN,6,,0,E,0.99,S,0.88,F,0.85,J,0.6,50+
76,Gerald Ford,6,Political,12,Presidents of the USA,ESFJ,73,9w1,30,SEI,6,so/sx,5,962.0,7,Phlegmatic [Dominant],5,EVFL,1,SCOAN,3,EF(S),2,E,0.95,S,0.95,F,0.92,J,0.95,50+
73621,Susan Wojcicki,17,Business,57,Technology,ESFJ,73,3w2,35,ESE,9,so/sp,5,368.0,10,Sanguine-Choleric,6,VEFL,2,SLOEN,9,,0,E,0.95,S,0.95,F,0.84,J,0.95,50+
29683,Penélope Cruz,1,Pop Culture,3425,Actors & Actresses (Europe),ESFJ,73,2w3,26,IEE,7,so/sx,9,296.0,11,Sanguine-Melancholic,5,EVFL,3,SLOAI,4,,0,E,0.9,S,0.82,F,0.99,J,0.82,50+
305830,Jessie Mei Li,1,Pop Culture,3424,Actors and Actresses (UK & Ireland),ESFJ,70,7w6,31,ESE,2,so/sx,9,749.0,9,Sanguine-Phlegmatic,8,FEVL,1,SCUAI,3,,0,E,1.0,S,0.64,F,1.0,J,0.59,50+
31772,Joseph Morgan,1,Pop Culture,13,Actors and Actresses (USA),ESFJ,67,2w3,38,ESE,5,sx/so,6,296.0,6,Sanguine [Dominant],8,,0,SCOAN,1,EF(S),1,E,0.61,S,0.82,F,0.55,J,0.6,50+
206669,Mason Mount,5,Sports,23,Football (Soccer),ESFJ,67,6w7,21,ESE,2,so/sp,9,621.0,10,Phlegmatic-Sanguine,6,,0,SCOAN,2,ES(F),2,E,0.6,S,0.91,F,0.99,J,0.73,50+
49246,Harland Sanders,17,Business,274,Business,ESFJ,67,3w2,31,ESE,2,so/sx,5,358.0,5,Sanguine-Choleric,2,VEFL,2,SLOAN,2,,0,E,0.85,S,0.82,F,0.58,J,0.93,50+
53931,Ghislaine Maxwell,10,Noteworthy,94,Criminals,ESFJ,66,3w2,34,SEE,7,sx/so,13,378.0,8,Sanguine-Choleric,9,VEFL,2,SLOEI,5,EF(S),2,E,0.97,S,0.88,F,0.74,J,0.92,50+
45098,Marília Mendonça,14,Musician,10107,"Brazil, Musicians",ESFJ,61,2w3,35,ESE,11,so/sx,14,269.0,17,Melancholic-Sanguine,21,EFLV,6,SLOAN,10,EF(S),4,E,0.98,S,0.89,F,0.9,J,0.97,50+
40348,Jennifer Garner,1,Pop Culture,13,Actors and Actresses (USA),ESFJ,59,2w1,12,ESE,3,so/sp,3,216.0,4,Sanguine [Dominant],4,EVFL,5,SLOAN,2,EF(N),1,E,0.98,S,0.92,F,0.95,J,0.95,50+
46220,Luciano Hang (Véio da Havan/Elder of Havan),17,Business,274,Business,ESFJ,59,2w3,23,ESE,6,so/sp,7,268.0,5,Sanguine [Dominant],10,EVFL,7,RCOEI,6,EF(S),1,E,0.93,S,0.86,F,0.56,J,0.93,50+
142431,Yoon Jaehyuk (TREASURE),29,Kpop,1548,Kpop,ESFJ,59,2w3,24,ESE,2,so/sx,8,296.0,4,Sanguine-Phlegmatic,6,EFVL,2,SCOAN,2,IF(N),1,E,0.75,S,0.69,F,0.98,J,0.73,50+
43700,Satomi Ishihara,1,Pop Culture,3427,Actors & Actresses (Asia),ESFJ,58,6w7,21,ESE,4,sx/so,5,279.0,5,Sanguine [Dominant],2,,0,,0,EF(S),3,E,0.98,S,0.62,F,0.9,J,0.55,50+
20633,Chris Wallace,10,Noteworthy,350,News & Journalists,ESFJ,57,6w5,27,ESE,3,so/sp,4,613.0,6,Phlegmatic [Dominant],3,,0,SCOAN,2,ET(S),2,E,0.88,S,0.91,F,0.51,J,0.96,50+
28910,Georg Friedrich Händel,14,Musician,732,Classical,ESFJ,56,3w2,28,ESE,7,sx/so,7,315.0,8,Choleric-Sanguine,6,VEFL,2,SCUAI,6,EF(S),5,E,0.89,S,0.88,F,0.86,J,0.93,50+
68908,Bora (Cherry Bullet),29,Kpop,1548,Kpop,ESFJ,56,2w1,17,ESE,4,so/sp,2,268.0,1,Choleric-Sanguine,5,,0,SCOAN,1,IF(S),1,E,0.68,S,0.86,F,0.98,J,0.88,50+
13535,Ivete Sangalo,14,Musician,10107,"Brazil, Musicians",ESFJ,55,7w6,30,ESE,2,so/sx,12,279.0,11,Sanguine [Dominant],8,EVFL,2,SCOAN,7,EF(S),3,E,1.0,S,0.85,F,0.96,J,0.95,50+
406618,Ariadna Cabero Lemus (Ariann Music),14,Musician,1551,"European, Musicians",ESFJ,54,9w1,16,,0,so/sx,4,972.0,6,Sanguine [Dominant],5,,0,SCOAN,1,,0,E,1.0,S,0.96,F,1.0,J,0.5,50+
20286,Bryce Dallas Howard,1,Pop Culture,13,Actors and Actresses (USA),ESFJ,53,3w2,14,ESE,4,so/sx,4,371.0,5,Sanguine [Dominant],5,FEVL,3,SCOAI,2,EF(S),4,E,0.85,S,0.57,F,0.96,J,0.92,50+
428072,Taz Skylar,1,Pop Culture,13,Actors and Actresses (USA),ESFJ,53,3w2,9,ESE,4,sp/so,3,371.0,3,Sanguine-Melancholic,5,EVFL,3,SLOAI,4,EF(S),7,E,0.98,S,0.7,F,0.68,J,0.62,50+
18642,Leeteuk (Super Junior),29,Kpop,1548,Kpop,ESFJ,53,6w7,9,SEI,1,so/sp,4,621.0,4,Phlegmatic-Sanguine,2,,0,SCOEI,1,EF(S),2,E,0.7,S,0.75,F,0.77,J,1.0,50+
62867,Shawn Johnson,5,Sports,5273,Gymnastics,ESFJ,53,1w2,26,,0,so/sx,1,126.0,6,Sanguine [Dominant],4,FELV,1,SLOAI,1,,0,E,0.91,S,0.89,F,0.96,J,0.94,50+
72062,Lee Saerom (fromis_9),29,Kpop,1548,Kpop,ESFJ,51,2w3,16,ESE,1,so/sx,3,278.0,10,Sanguine-Choleric,2,,0,SLOAI,2,,0,E,0.76,S,0.76,F,0.9,J,0.61,50+
227782,Angelababy (Yeung Wing),1,Pop Culture,3427,Actors & Actresses (Asia),ESFJ,51,3w2,18,ESE,8,sx/so,10,379.0,7,Sanguine-Phlegmatic,5,FEVL,2,SCOAN,2,EF(S),4,E,0.98,S,0.94,F,0.59,J,0.49,50+
286321,Rogério Vilela,1,Pop Culture,3850,Comedians,ESFJ,51,6w7,10,ESE,3,so/sp,6,621.0,4,Phlegmatic [Dominant],8,FEVL,1,SCOAI,6,EF(N),2,E,1.0,S,0.53,F,0.55,J,0.51,50+
62133,Anahí,14,Musician,1601,"Latin American, Musicians",ESFJ,50,3w2,16,,0,sx/so,9,,0,Sanguine [Dominant],10,,0,,0,,0,E,1.0,S,1.0,F,0.98,J,0.54,50+
106798,Beyazıt Öztürk (Beyaz),1,Pop Culture,3850,Comedians,ESFJ,50,7w6,17,ESE,4,so/sp,3,271.0,2,Sanguine [Dominant],4,FEVL,1,SCOAN,1,,0,E,1.0,S,0.58,F,0.54,J,0.5,50+
331934,Memo Aponte,1,Pop Culture,5190,Voice Acting,ESFJ,50,7w6,10,ESE,1,so/sp,3,397.0,1,Sanguine [Dominant],5,,0,SCOEN,3,,0,E,1.0,S,0.92,F,1.0,J,0.52,50+
166774,Colleen Hoover,16,The Arts,82,"Writers (Literature, Modern)",ESFJ,49,3w2,9,,0,so/sx,4,296.0,1,Sanguine [Dominant],4,FEVL,1,SCOAN,1,,0,E,0.82,S,0.51,F,0.86,J,0.47,40-49
48756,Rodrigo Faro,1,Pop Culture,85,Hosts & Presenters,ESFJ,49,3w2,28,ESE,6,so/sp,6,379.0,6,Sanguine-Phlegmatic,8,VLFE,1,SCOAI,5,EF(S),1,E,1.0,S,0.86,F,0.94,J,0.9,40-49
116207,Burak Özdemir (CZN Burak),16,The Arts,875,Culinary Arts,ESFJ,49,2w3,20,ESE,4,so/sp,3,296.0,3,Sanguine [Dominant],4,,0,,0,EF(S),1,E,0.96,S,0.96,F,0.98,J,0.98,40-49
235109,Jenni Rivera,14,Musician,1601,"Latin American, Musicians",ESFJ,49,3w2,14,LSE,3,so/sx,3,287.0,3,Choleric [Dominant],6,VFEL,2,RLUAI,2,ES(F),2,E,1.0,S,0.98,F,0.55,J,0.92,40-49
