id,name,cat_id,category,sub_cat_id,subcategory,four_letter,four_letter_total_voted,enneagram,enneagram_total_voted,socionics,socionics_total_voted,instinctual_variant,instinctual_variant_total_voted,tritype,tritype_total_voted,temperaments,temperaments_total_voted,attitudinal_psyche,attitudinal_psyche_total_voted,big_5_SLOAN,big_5_SLOAN_total_voted,classic_jungian,classic_jungian_total_voted,letter_1,letter_1_percentage,letter_2,letter_2_percentage,letter_3,letter_3_percentage,letter_4,letter_4_percentage,four_letter_total_voted_binned
232741,Serenay Sarıkaya,1,Pop Culture,3432,Actors & Actresses (World),ENFJ,67,7w6,15,EIE,11,so/sx,2,738.0,3,Sanguine-Phlegmatic,3,,0,,0,ES(F),1,E,1.0,N,0.52,F,0.97,J,0.46,50+
50025,Sungjin (DAY6),29,Kpop,1548,Kpop,ENFJ,66,1w9,29,EII,5,so/sx,11,126.0,7,Melancholic [Dominant],5,,0,SCOAI,2,,0,E,0.97,N,0.94,F,1.0,J,0.97,50+
357935,Jesse James West,5,Sports,9835,Other Talented Individuals,ENFJ,65,3w2,29,ESE,6,so/sx,9,379.0,9,Sanguine [Dominant],7,FEVL,1,SCOAN,5,EF(S),2,E,0.98,N,0.58,F,0.94,J,0.58,50+
30212,Ilhan Omar,6,Political,357,Government (USA),ENFJ,64,6w7,22,EIE,5,so/sx,7,641.0,2,Phlegmatic-Melancholic,3,VFLE,1,SCOAI,1,,0,E,0.92,N,0.62,F,0.94,J,0.97,50+
26953,Eric Nam,29,Kpop,1548,Kpop,ENFJ,64,2w1,15,ESE,3,so/sp,5,217.0,1,Phlegmatic-Sanguine,4,,0,,0,,0,E,0.89,N,0.91,F,0.98,J,0.86,50+
671577,Walid Regragui,5,Sports,23,Football (Soccer),ENFJ,63,5w6,18,SLE,3,so/sx,4,538.0,5,Choleric-Phlegmatic,2,LFVE,2,RCOAI,3,IT(S),7,E,0.56,N,0.65,F,0.37,J,0.46,50+
11479,Michael Moore,1,Pop Culture,207,Film Directors,ENFJ,63,6w7,18,EIE,5,so/sp,3,638.0,6,Sanguine-Choleric,1,,0,RCOAN,1,,0,E,0.98,N,0.95,F,0.75,J,0.48,50+
77992,Danilo Zanna,16,The Arts,875,Culinary Arts,ENFJ,63,2w3,18,ESE,5,so/sx,3,279.0,2,Sanguine [Dominant],5,,0,SCOAI,2,EF(S),1,E,0.98,N,0.86,F,0.98,J,0.9,50+
21392,Yunhyeong (iKON),29,Kpop,1548,Kpop,ENFJ,63,2w3,18,EII,1,so/sp,3,261.0,4,Phlegmatic-Sanguine,3,FELV,2,SLUAI,2,,0,E,1.0,N,0.52,F,1.0,J,0.97,50+
26324,Abraham Maslow,21,Science,3455,Psychology & Neuroscience,ENFJ,62,2w1,21,EII,8,sp/sx,5,269.0,3,Phlegmatic-Sanguine,2,,0,SLOAI,2,,0,E,0.95,N,0.94,F,0.89,J,0.92,50+
22566,Antonio Banderas,1,Pop Culture,3425,Actors & Actresses (Europe),ENFJ,61,9w1,18,LIE,4,so/sp,1,937.0,4,Phlegmatic [Dominant],4,ELVF,1,SCOAN,3,,0,E,0.97,N,0.89,F,0.66,J,0.85,50+
60899,Ali Daei,5,Sports,23,Football (Soccer),ENFJ,60,3w2,16,,0,sx/so,4,125.0,1,Phlegmatic [Dominant],2,,0,,0,IS(T),1,E,0.93,N,0.53,F,0.55,J,0.97,50+
16680,Sam Claflin,1,Pop Culture,3424,Actors and Actresses (UK & Ireland),ENFJ,59,2w3,13,EIE,3,so/sx,5,271.0,5,Sanguine-Melancholic,2,,0,SLOAI,1,,0,E,0.97,N,0.63,F,1.0,J,0.97,50+
312864,Niamh Adkins,1,Pop Culture,275,Models,ENFJ,57,9w1,23,ESE,3,so/sx,10,926.0,6,Sanguine-Phlegmatic,4,EVFL,2,SCOAI,5,ES(F),2,E,0.98,N,0.93,F,1.0,J,0.88,50+
65030,Bryan Dechart,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,56,7w6,14,ILE,5,so/sp,6,782.0,7,Sanguine-Phlegmatic,10,LEVF,3,SCOAI,5,EF(N),2,E,0.98,N,0.84,F,0.95,J,0.91,50+
41020,Maya Angelou,16,The Arts,82,"Writers (Literature, Modern)",ENFJ,56,2w1,23,EIE,5,so/sp,4,271.0,5,Sanguine-Choleric,1,FEVL,2,SCOAI,3,EF(N),4,E,0.98,N,1.0,F,1.0,J,1.0,50+
113507,Catriona Gray,1,Pop Culture,3427,Actors & Actresses (Asia),ENFJ,56,2w1,25,EIE,4,so/sp,7,271.0,8,Sanguine-Choleric,10,VEFL,3,SCOAI,3,EF(N),3,E,0.84,N,0.93,F,0.98,J,0.98,50+
47401,IZA,14,Musician,10107,"Brazil, Musicians",ENFJ,56,3w4,19,ESE,4,so/sx,10,361.0,6,Phlegmatic [Dominant],7,VEFL,1,SCOAI,5,EF(N),1,E,0.98,N,0.86,F,0.98,J,0.91,50+
39761,Sofia Carson,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,55,2w3,27,ESE,2,so/sx,8,271.0,8,Phlegmatic [Dominant],10,VFLE,1,SCOAI,3,ES(F),1,E,0.95,N,0.85,F,0.96,J,0.89,50+
46236,Glória Maria,10,Noteworthy,350,News & Journalists,ENFJ,55,7w6,18,ESE,4,so/sx,7,721.0,8,Sanguine-Phlegmatic,11,VEFL,3,SCOAI,5,EF(N),7,E,0.98,N,0.75,F,0.87,J,0.62,50+
16923,Rebecca “Becca” Parham (Let Me Explain Studios),15,Internet,3378,Artists & Animators,ENFJ,55,3w2,17,EIE,4,sp/so,7,379.0,7,Sanguine-Melancholic,7,VELF,4,SLOAI,8,EF(N),2,E,0.93,N,1.0,F,0.89,J,0.82,50+
972,AnnaSophia Robb,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,54,8w9,15,,0,so/sx,1,827.0,4,Phlegmatic-Sanguine,2,,0,,0,,0,E,0.96,N,0.94,F,1.0,J,0.91,50+
47299,Dele Alli,5,Sports,23,Football (Soccer),ENFJ,54,8w9,11,,0,so/sx,2,846.0,2,Phlegmatic-Sanguine,3,FVEL,2,SCOAI,1,IF(S),1,E,0.76,N,0.7,F,0.65,J,0.69,50+
362028,Sam Yang (samdoesarts),16,The Arts,592,Artists,ENFJ,54,9w1,20,,0,so/sp,1,395.0,1,Phlegmatic [Dominant],3,VEFL,2,SCOAI,1,,0,E,0.63,N,0.76,F,0.72,J,0.74,50+
18598,Yoon Jisung,29,Kpop,1548,Kpop,ENFJ,54,2w1,9,IEE,1,so/sx,4,279.0,1,Sanguine-Melancholic,3,EVFL,1,SLUAI,1,,0,E,1.0,N,0.72,F,0.91,J,0.81,50+
129154,Alok (DJ),14,Musician,10107,"Brazil, Musicians",ENFJ,54,2w3,18,ESE,5,so/sp,4,279.0,3,Sanguine-Phlegmatic,7,,0,SCOAI,3,EF(N),2,E,0.98,N,0.78,F,0.94,J,0.94,50+
72276,Cinta Laura,1,Pop Culture,3427,Actors & Actresses (Asia),ENFJ,53,3w2,16,SEE,1,sx/sp,5,369.0,3,Choleric-Sanguine,2,VELF,1,SCOEI,1,,0,E,0.91,N,0.96,F,0.7,J,0.96,50+
8877,Erich Fromm,21,Science,3455,Psychology & Neuroscience,ENFJ,53,2w1,22,EII,3,so/sp,3,216.0,6,Phlegmatic [Dominant],2,,0,,0,,0,E,0.72,N,1.0,F,0.91,J,0.96,50+
267008,Chanty Binx,6,Political,270,Activists,ENFJ,52,6w7,32,SEE,12,sx/so,10,682.0,12,Choleric [Dominant],12,VFEL,6,SLUEN,7,,0,E,0.98,N,0.67,F,0.88,J,0.94,50+
155885,Tini Stoessel,14,Musician,1601,"Latin American, Musicians",ENFJ,52,3w4,13,EIE,2,so/sx,4,397.0,3,Sanguine [Dominant],5,EFVL,1,SLOAI,1,,0,E,0.94,N,0.69,F,0.9,J,0.85,50+
21659,Taraneh Alidousti,1,Pop Culture,3427,Actors & Actresses (Asia),ENFJ,52,2w3,12,ESI,1,so/sx,4,126.0,3,Sanguine-Melancholic,1,,0,SCOAI,1,,0,E,0.71,N,0.92,F,0.92,J,0.69,50+
21393,Donghyuk (iKON),29,Kpop,1548,Kpop,ENFJ,51,1w2,12,ESE,3,so/sp,2,147.0,1,Sanguine-Phlegmatic,1,LFVE,1,RLOAI,2,,0,E,0.96,N,0.9,F,1.0,J,0.59,50+
44719,Eunseo (WJSN),29,Kpop,1548,Kpop,ENFJ,51,2w3,20,ESE,2,so/sx,4,279.0,3,Sanguine [Dominant],4,,0,SCOAI,1,,0,E,1.0,N,0.88,F,0.98,J,0.73,50+
275672,Eda Erdem Dündar,5,Sports,5643,Volleyball,ENFJ,51,3w4,16,EIE,1,so/sx,5,387.0,3,Choleric [Dominant],3,VFEL,2,,0,,0,E,0.94,N,0.71,F,0.71,J,1.0,50+
27901,Jessica Lange,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,50,4w3,18,EIE,4,sp/so,3,461.0,3,Phlegmatic-Sanguine,4,EVFL,2,SLOAI,1,,0,E,0.78,N,0.96,F,0.84,J,0.94,50+
257470,Amanda Gorman,16,The Arts,82,"Writers (Literature, Modern)",ENFJ,50,1w2,17,EIE,4,so/sx,4,146.0,4,Melancholic-Choleric,4,EVFL,2,SCOAI,1,EF(N),1,E,0.88,N,0.98,F,0.96,J,1.0,50+
135705,Szymon Hołownia,1,Pop Culture,85,Hosts & Presenters,ENFJ,50,2w3,14,EIE,6,so/sp,6,261.0,7,Choleric-Sanguine,6,VELF,4,SCOAI,5,EF(N),6,E,0.94,N,0.96,F,0.92,J,0.9,50+
299029,Ananda Morais,1,Pop Culture,275,Models,ENFJ,50,2w3,14,,0,sp/so,3,126.0,1,Phlegmatic [Dominant],2,,0,,0,,0,E,0.52,N,0.96,F,0.58,J,0.58,50+
10294,Karlie Kloss,1,Pop Culture,275,Models,ENFJ,50,9w1,11,IEE,1,so/sp,2,927.0,2,Phlegmatic [Dominant],2,,0,SCOAI,2,,0,E,0.84,N,0.8,F,0.84,J,0.92,50+
34926,Elkie (CLC),29,Kpop,1548,Kpop,ENFJ,50,1w2,10,SEI,2,so/sp,5,126.0,4,Phlegmatic [Dominant],4,VEFL,2,SLUAN,4,,0,E,0.6,N,0.54,F,0.96,J,0.74,50+
34787,Helen Mirren,1,Pop Culture,3424,Actors and Actresses (UK & Ireland),ENFJ,50,3w4,14,LSE,4,sx/so,3,378.0,6,Choleric-Melancholic,2,EFLV,1,SLOEI,1,EF(N),2,E,1.0,N,0.46,F,0.52,J,0.52,50+
77355,Hayley Atwell,1,Pop Culture,3424,Actors and Actresses (UK & Ireland),ENFJ,50,1w9,17,EIE,2,sx/so,4,145.0,4,Sanguine-Phlegmatic,7,,0,,0,EF(N),1,E,0.98,N,0.62,F,0.66,J,0.96,50+
36253,Olivia Munn,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,49,6w7,12,IEE,1,sx/sp,4,368.0,4,Sanguine [Dominant],2,,0,RCUEI,1,ET(N),1,E,0.92,N,0.8,F,0.92,J,0.53,40-49
39841,Keith Raniere,10,Noteworthy,94,Criminals,ENFJ,49,3w2,22,EIE,6,sx/so,7,386.0,8,Choleric-Melancholic,5,VLEF,3,SLOEI,6,IS(F),1,E,0.94,N,0.9,F,0.47,J,0.55,40-49
58380,Krystal Ball,10,Noteworthy,350,News & Journalists,ENFJ,49,3w4,21,EIE,10,sx/so,6,316.0,6,Sanguine-Choleric,7,,0,SCOAI,2,ET(S),1,E,0.96,N,0.92,F,0.61,J,0.92,40-49
5888,Giuseppe Verdi,14,Musician,732,Classical,ENFJ,49,2w1,20,EIE,3,sx/so,5,251.0,6,Sanguine [Dominant],6,EFVL,1,SLOAI,2,,0,E,0.92,N,0.98,F,0.96,J,0.94,40-49
40026,Rob McElhenney,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,47,6w7,16,LIE,2,so/sx,2,639.0,4,Phlegmatic [Dominant],7,,0,SCOEI,1,,0,E,0.89,N,1.0,F,0.68,J,0.98,40-49
515617,Perrell Brown (Dreamybull),1,Pop Culture,118,Performers,ENFJ,47,7w6,16,SEE,7,sx/so,6,514.0,4,Sanguine-Phlegmatic,5,ELFV,2,SLOAI,4,EN(F),3,E,0.89,N,0.53,F,0.87,J,0.49,40-49
29243,Nigella Lawson,16,The Arts,875,Culinary Arts,ENFJ,47,3w2,18,EIE,3,sp/sx,3,216.0,6,Phlegmatic-Sanguine,2,,0,SCUAI,4,,0,E,1.0,N,0.62,F,0.98,J,0.68,40-49
102806,Carles Puyol,5,Sports,23,Football (Soccer),ENFJ,46,9w8,20,ESI,3,so/sp,6,126.0,7,Phlegmatic-Sanguine,8,VEFL,1,SCOAI,5,EF(N),1,E,0.96,N,0.83,F,0.96,J,0.93,40-49
24656,Ailee,29,Kpop,1548,Kpop,ENFJ,46,3w2,19,ESE,1,so/sx,3,271.0,3,,0,,0,SCOAI,1,,0,E,0.93,N,0.89,F,0.98,J,0.91,40-49
208428,Rob Zeke Collopy,15,Internet,3382,"Scientists, Technology & Educators",ENFJ,46,7w8,31,SEE,21,sx/so,18,784.0,23,Sanguine-Choleric,8,EVLF,22,SCOAI,8,,0,E,0.91,N,0.63,F,0.87,J,0.43,40-49
126601,Emicida,14,Musician,10107,"Brazil, Musicians",ENFJ,46,9w8,25,IEI,1,so/sp,6,927.0,4,Sanguine-Melancholic,8,,0,SCOAI,2,,0,E,0.87,N,0.98,F,1.0,J,0.96,40-49
21517,Laura Dern,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,45,2w3,15,IEE,2,,0,295.0,1,Sanguine-Melancholic,3,,0,,0,,0,E,0.96,N,0.96,F,1.0,J,0.93,40-49
18582,Iker Casillas,5,Sports,23,Football (Soccer),ENFJ,45,3w4,7,,0,,0,369.0,2,Phlegmatic-Melancholic,6,,0,,0,EF(N),1,E,0.89,N,0.89,F,0.93,J,0.96,40-49
20640,Don Lemon,10,Noteworthy,350,News & Journalists,ENFJ,45,2w3,14,EIE,4,so/sp,3,216.0,1,Sanguine-Phlegmatic,1,,0,SLOAN,1,ES(T),1,E,0.93,N,0.67,F,0.89,J,0.89,40-49
134937,Débora Aladim,15,Internet,3382,"Scientists, Technology & Educators",ENFJ,45,1w2,19,ESE,5,so/sx,4,127.0,3,Choleric-Sanguine,7,FVLE,2,SCOAI,8,EF(S),3,E,1.0,N,0.73,F,0.96,J,0.98,40-49
19094,Rashida Jones,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,44,4w3,17,ESI,11,so/sx,5,496.0,8,Sanguine [Dominant],7,,0,SCOAI,3,,0,E,0.86,N,0.91,F,0.98,J,0.93,40-49
22551,Patrick Swayze,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,44,6w7,20,EIE,7,sx/so,8,628.0,8,Sanguine-Melancholic,8,EVFL,4,SCOAI,5,EF(N),2,E,0.91,N,0.84,F,0.95,J,0.91,40-49
28446,Iman,1,Pop Culture,275,Models,ENFJ,44,3w2,9,ESI,2,sp/so,1,,0,Phlegmatic-Sanguine,2,,0,SLOAI,1,,0,E,0.61,N,0.91,F,0.91,J,0.98,40-49
258958,Michael Chandler,5,Sports,485,MMA,ENFJ,44,3w2,26,EIE,9,sx/so,7,371.0,8,Sanguine-Phlegmatic,6,VELF,4,SCOAI,10,EF(S),3,E,1.0,N,0.61,F,0.64,J,0.68,40-49
86750,Zuho (SF9),29,Kpop,1548,Kpop,ENFJ,44,1w9,14,LSI,3,sp/so,7,163.0,4,Sanguine [Dominant],2,,0,SCOAI,2,,0,E,0.61,N,0.5,F,0.68,J,0.52,40-49
79332,Tedua (Mario Molinari),14,Musician,1551,"European, Musicians",ENFJ,44,4w5,16,EIE,3,sx/so,6,217.0,6,Sanguine-Phlegmatic,7,EVLF,1,SLUAI,2,,0,E,0.7,N,1.0,F,0.95,J,0.75,40-49
105883,Ray Chen,14,Musician,732,Classical,ENFJ,43,3w2,9,,0,,0,279.0,2,Phlegmatic-Sanguine,3,,0,SCOAI,1,EF(N),1,E,0.98,N,0.79,F,0.91,J,0.79,40-49
44713,EXY (WJSN),29,Kpop,1548,Kpop,ENFJ,43,3w2,11,,0,so/sp,2,379.0,1,,0,EVFL,1,RCOAN,1,,0,E,1.0,N,0.63,F,0.81,J,0.7,40-49
62138,Belinda,14,Musician,1601,"Latin American, Musicians",ENFJ,43,3w4,14,IEE,2,sx/so,4,287.0,2,Sanguine-Phlegmatic,6,FEVL,2,SCUEN,2,,0,E,1.0,N,0.47,F,0.67,J,0.58,40-49
31496,Jason Nash,15,Internet,3379,Filmmakers,ENFJ,43,7w6,11,EIE,1,sx/so,4,279.0,4,Sanguine [Dominant],4,,0,SCUAI,2,,0,E,0.88,N,0.6,F,0.74,J,0.49,40-49
50919,"Farah Diba, Shahbanu of Iran",10,Noteworthy,3405,Royal Family (World),ENFJ,43,9w1,16,ESI,1,so/sp,1,296.0,1,Phlegmatic [Dominant],1,,0,SCOAN,1,,0,E,0.86,N,0.91,F,0.95,J,0.86,40-49
32341,Jet Li,1,Pop Culture,3427,Actors & Actresses (Asia),ENFJ,42,9w1,16,EII,2,so/sx,1,925.0,1,,0,,0,SCOAI,1,,0,E,0.62,N,0.93,F,0.93,J,0.9,40-49
22866,Stephanie Beatriz,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,41,4w3,23,ESE,3,so/sx,6,471.0,6,Sanguine [Dominant],3,EVFL,1,SCUAI,2,IF(N),1,E,0.93,N,1.0,F,1.0,J,0.93,40-49
63416,César Millán,1,Pop Culture,85,Hosts & Presenters,ENFJ,41,2w3,12,EIE,5,sp/so,1,216.0,3,Sanguine-Phlegmatic,3,,0,SCOAI,3,EF(N),4,E,0.85,N,0.93,F,0.98,J,0.93,40-49
16295,"Larry ""Wheels"" Williams",5,Sports,1046,Weightlifting & Strongmen,ENFJ,41,3w2,15,LIE,2,sx/sp,4,379.0,5,Choleric-Phlegmatic,3,FELV,1,,0,,0,E,0.59,N,0.78,F,0.9,J,0.56,40-49
287248,OG Buda,14,Musician,1551,"European, Musicians",ENFJ,41,7w8,12,EIE,4,so/sx,6,792.0,5,Sanguine-Melancholic,11,FEVL,2,SLUAI,6,ES(F),1,E,1.0,N,0.54,F,0.76,J,0.59,40-49
318833,Sophia Valverde,1,Pop Culture,3433,Actors & Actresses (Latin America),ENFJ,41,2w3,20,ESE,14,so/sp,17,297.0,14,Sanguine-Phlegmatic,15,EFVL,4,SCUAI,15,,0,E,0.98,N,0.95,F,0.76,J,0.95,40-49
60950,Jonathan Groff,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,40,9w1,15,ESE,2,so/sx,5,927.0,2,Phlegmatic-Sanguine,5,,0,SCOAI,1,,0,E,0.98,N,0.95,F,1.0,J,0.92,40-49
19746,Colin Kaepernick,5,Sports,24,Football (American),ENFJ,40,2w3,14,EIE,3,sx/so,5,217.0,6,Choleric [Dominant],4,,0,SLUEN,3,,0,E,0.92,N,0.68,F,0.98,J,0.68,40-49
38693,Deepak Chopra,16,The Arts,82,"Writers (Literature, Modern)",ENFJ,40,3w2,8,SEE,1,so/sp,2,317.0,1,Sanguine-Phlegmatic,1,,0,SLOAN,1,,0,E,0.98,N,0.57,F,1.0,J,0.55,40-49
151499,Eddie Woo,21,Science,3459,Mathematics,ENFJ,40,2w1,15,ESE,3,so/sp,2,251.0,3,Sanguine [Dominant],3,VELF,1,SCOAI,3,,0,E,0.8,N,0.75,F,0.75,J,0.72,40-49
329224,Will Neff,15,Internet,3375,Comedians,ENFJ,39,7w6,19,EIE,5,so/sx,7,729.0,8,Sanguine [Dominant],6,EVLF,2,,0,,0,E,1.0,N,0.77,F,0.95,J,0.56,30-39
268545,Pınar Deniz,1,Pop Culture,3432,Actors & Actresses (World),ENFJ,39,3w4,11,EIE,8,so/sx,8,479.0,7,Sanguine-Melancholic,2,EVLF,1,SLOAI,1,EF(N),1,E,0.95,N,0.85,F,0.95,J,0.79,30-39
96001,Sophia,6,Political,4735,Other Contemporary Political Figures,ENFJ,39,4w5,15,EIE,2,so/sp,4,459.0,4,Phlegmatic [Dominant],4,LEVF,1,SCOAI,1,,0,E,0.92,N,0.95,F,0.56,J,0.92,30-39
25613,Jeff Bridges,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,38,9w8,18,ESE,3,so/sx,2,792.0,5,Sanguine [Dominant],4,EFLV,1,SLOAI,1,,0,E,0.95,N,0.92,F,0.92,J,0.79,30-39
88766,Priscilla Chan Zuckerberg,17,Business,57,Technology,ENFJ,38,2w3,11,SEE,5,sx/sp,2,215.0,1,Sanguine-Phlegmatic,1,,0,SCOAI,1,,0,E,0.89,N,0.55,F,0.79,J,0.89,30-39
68890,Ravn,29,Kpop,1548,Kpop,ENFJ,38,4w3,14,EIE,2,so/sp,7,378.0,2,Melancholic [Dominant],6,EVFL,1,RCOAI,1,,0,E,0.82,N,1.0,F,0.97,J,0.97,30-39
32339,Linda Cardellini,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,37,9w1,6,,0,so/sx,1,926.0,2,Phlegmatic [Dominant],1,,0,SCOAI,1,,0,E,0.86,N,0.89,F,0.92,J,0.54,30-39
202804,Olivier Giroud,5,Sports,23,Football (Soccer),ENFJ,37,6w7,8,LIE,3,sp/so,2,137.0,2,Sanguine-Phlegmatic,3,VEFL,1,RCOAN,2,,0,E,0.84,N,0.73,F,0.7,J,0.81,30-39
23549,Sergey Lazarev,14,Musician,1551,"European, Musicians",ENFJ,37,2w3,11,EIE,2,so/sx,3,269.0,2,Sanguine-Choleric,8,EVFL,2,,0,EF(N),1,E,0.95,N,0.68,F,0.97,J,0.65,30-39
67300,Henrik Holm,1,Pop Culture,3425,Actors & Actresses (Europe),ENFJ,37,2w3,11,IEE,1,so/sx,3,279.0,1,Sanguine-Phlegmatic,6,,0,SCOAI,1,,0,E,0.92,N,0.97,F,1.0,J,0.59,30-39
366062,"Bruno Mossa de Rezende ""Bruno""",5,Sports,5643,Volleyball,ENFJ,37,3w2,18,SEE,3,sx/so,2,379.0,4,Choleric-Sanguine,6,FEVL,2,SCUAN,2,EF(N),1,E,1.0,N,0.95,F,0.95,J,0.86,30-39
231563,Kate Walsh,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,36,4w3,19,EIE,7,sx/so,3,371.0,3,Phlegmatic [Dominant],2,,0,,0,EF(N),1,E,0.97,N,0.97,F,0.64,J,0.61,30-39
573948,Victor Wembanyama,5,Sports,22,Basketball,ENFJ,36,4w3,12,LII,1,sx/sp,4,147.0,4,Phlegmatic-Melancholic,3,,0,,0,IT(N),1,E,0.67,N,0.97,F,0.47,J,0.89,30-39
2956,Charlie Rose,10,Noteworthy,350,News & Journalists,ENFJ,36,1w9,8,EIE,4,,0,,0,Phlegmatic-Choleric,1,,0,,0,,0,E,0.92,N,0.97,F,0.75,J,0.94,30-39
29776,Dan Crenshaw,6,Political,357,Government (USA),ENFJ,36,1w2,16,EIE,3,so/sp,3,162.0,3,Choleric-Sanguine,1,,0,,0,IT(S),1,E,0.89,N,0.64,F,0.64,J,0.86,30-39
4247,"Taehyung ""V"" (BTS)",29,Kpop,1548,Kpop,ENFP,2715,4w3,957,IEE,125,sx/so,339,478.0,396,Sanguine-Melancholic,261,EVLF,80,SLUEI,180,EN(F),35,E,0.75,N,0.98,F,0.96,P,0.99,50+
970,Jennifer Lawrence,1,Pop Culture,13,Actors and Actresses (USA),ENFP,1346,7w8,364,SEE,65,sx/so,92,738.0,70,Sanguine [Dominant],65,VEFL,14,SCUAI,37,EN(F),18,E,0.98,N,0.86,F,0.81,P,0.71,50+
28432,Lee Felix (Stray Kids),29,Kpop,1548,Kpop,ENFP,1309,9w1,464,ESE,57,so/sx,156,962.0,153,Phlegmatic-Sanguine,118,EVFL,31,SCOAI,68,EF(S),27,E,0.82,N,0.71,F,0.99,P,0.7,50+
13846,Tom Holland,1,Pop Culture,3424,Actors and Actresses (UK & Ireland),ENFP,1222,7w6,406,IEE,63,so/sx,105,729.0,100,Sanguine [Dominant],113,EFLV,17,SCUAI,39,EN(F),12,E,0.95,N,0.77,F,0.95,P,0.94,50+
97,Will Smith,1,Pop Culture,13,Actors and Actresses (USA),ENFP,1193,3w2,302,ESE,76,so/sx,88,379.0,79,Sanguine [Dominant],88,FVLE,24,SLOAI,47,EF(S),13,E,0.99,N,0.62,F,0.97,P,0.91,50+
162398,Hoyeon,1,Pop Culture,275,Models,ENFP,1060,9w1,225,ESE,27,sp/so,61,731.0,55,Sanguine-Phlegmatic,51,EFLV,12,SCOAI,28,ES(F),12,E,0.76,N,0.62,F,0.96,P,0.71,50+
24957,Huening Kai (TXT),29,Kpop,1548,Kpop,ENFP,1038,2w3,308,ESE,36,sp/so,116,279.0,101,Phlegmatic-Sanguine,85,FELV,20,SCUAI,39,IF(S),12,E,0.49,N,0.5,F,0.94,P,0.92,50+
566,Jim Carrey,1,Pop Culture,3423,Actors & Actresses (Canada),ENFP,980,7w6,274,ILE,60,so/sx,59,749.0,48,Sanguine-Melancholic,54,VEFL,20,SLOEI,25,EN(F),21,E,0.98,N,0.98,F,0.54,P,0.85,50+
975,Anne Frank,16,The Arts,3458,"Writers (Literature, Classic)",ENFP,901,7w6,489,IEE,80,sx/so,124,748.0,128,Sanguine-Melancholic,103,EVLF,32,SLOAI,44,EN(F),28,E,0.93,N,0.99,F,0.98,P,0.97,50+
20622,Chuu,29,Kpop,1548,Kpop,ENFP,889,2w3,433,ESE,69,sp/so,200,279.0,203,Sanguine [Dominant],141,EFLV,32,SCUAI,68,EF(S),37,E,0.99,N,0.79,F,0.96,P,0.75,50+
20605,Sana (TWICE),29,Kpop,1548,Kpop,ENFP,850,2w3,418,ESE,74,sx/so,212,279.0,203,Sanguine [Dominant],165,VEFL,48,SCUAI,78,EN(F),30,E,0.98,N,0.91,F,0.98,P,0.91,50+
2530,Ellen DeGeneres,1,Pop Culture,85,Hosts & Presenters,ENFP,691,6w7,208,IEE,52,so/sp,60,631.0,44,Choleric-Sanguine,44,VEFL,10,SLOEI,33,EN(F),18,E,0.97,N,0.85,F,0.7,P,0.84,50+
978,Robin Williams,1,Pop Culture,13,Actors and Actresses (USA),ENFP,668,7w6,243,IEE,63,so/sx,67,749.0,57,Sanguine-Melancholic,56,VELF,18,SLUAI,28,EN(F),12,E,0.97,N,0.99,F,0.99,P,0.99,50+
26711,"Shuhua, (G)I-DLE",29,Kpop,1548,Kpop,ENFP,659,4w3,194,IEE,33,sx/so,83,478.0,64,Sanguine-Choleric,51,VEFL,29,SLUAI,41,EN(F),12,E,0.51,N,0.93,F,0.97,P,0.98,50+
11815,John Mulaney,1,Pop Culture,3850,Comedians,ENFP,623,9w1,241,ESE,17,sp/so,55,974.0,44,Sanguine-Melancholic,37,EFLV,7,SCUAI,13,EN(F),3,E,0.74,N,0.83,F,0.92,P,0.96,50+
529172,Hanni (NewJeans),29,Kpop,1548,Kpop,ENFP,618,7w6,103,IEE,30,so/sp,33,792.0,39,Sanguine-Phlegmatic,22,VELF,16,SCUAI,26,EN(F),15,E,0.75,N,0.97,F,0.74,P,0.98,50+
4274,Salvador Dalí,16,The Arts,592,Artists,ENFP,605,4w3,304,EIE,57,sx/so,94,478.0,84,Sanguine [Dominant],62,VELF,29,SLUEI,34,EN(F),15,E,0.96,N,0.98,F,0.79,P,0.98,50+
976,Walt Disney,16,The Arts,4456,Artists (Animators),ENFP,602,8w9,230,LIE,67,sx/sp,68,837.0,52,Choleric-Sanguine,44,VELF,14,SCOEI,30,EN(F),13,E,0.97,N,0.95,F,0.82,P,0.91,50+
974,Oscar Wilde,16,The Arts,3458,"Writers (Literature, Classic)",ENFP,595,4w3,338,EIE,72,sx/so,124,478.0,93,Sanguine-Melancholic,75,ELVF,38,SLUAI,31,EN(F),18,E,0.96,N,0.95,F,0.87,P,0.97,50+
